하위 페이지 번호,자격요건,우대사항
188,"['• 컴퓨터 공학, 통계학 등 머신 러닝 관련 분야를 전공하신 분• Computer Vision 및 머신러닝 관련 경력이 7년 이상이신 분• 머신러닝 방법론에 대한 깊은 이해를 바탕으로 머신러닝을 프로덕트에 적용해 본 경험을 보유하신 분• 능숙한 실험 설계와 분석 능력을 보유하신 분• Product Owner / Data Analyst / Engineer 및 타 팀과의 원활한 커뮤니케이션이 가능하신 분']","['• 석사 이상 학위 보유 또는 이에 준하는 경력• 대용량 데이터 기반의 모델링 경험• 모델의 실제 서비스 적용 및 운영 경험(End-to-End process)- 이미지, 텍스트 등 비정형 데이터 처리 및 딥러닝 모델 개발- On-device ML 모델 최적화 경험 (quantization, sparsity, distillation)- Vector search 를 통한 문서 검색 및 추천 시스템 개발의 경험- 콘텐츠, 커머스의 검색/추천 도메인 중 하나 이상의 도메인에 대한 경험• 새로운 기술에 대한 관심이 높고, Large scale 서비스까지 적용해본 경험• 데이터 설계 및 분석 내용 및 결과를 비전문가에게 논리적으로 설명하실 수 있는 분 • 인테리어 및 라이프스타일 산업에 대한 높은 관심과 이해도가 있는 분']"
189,"['• 강화학습 및 Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 구현 경험• 강화학습 이론에 대한 깊은 이해 및 최신 Deep Learning 기술에 대한 폭넓은 이해• Linux 기반 C/C++, Python Programming 경험• 관련 분야 학위자 (컴퓨터공학, 전자공학, 수학과 등)• 해외여행에 결격사유가 없는자']","['• 해당 분야 석사/박사 학위• Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 에 대한 Contributor 수준의 구현 경험• ROS, Unity 기반 강화학습 환경 구축 경험 • 관련 분야 대회 입상 경험']"
190,"['• 경력 무관• 강화학습 및 Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 구현 경험• 강화학습 이론에 대한 깊은 이해 및 최신 Deep Learning 기술에 대한 폭넓은 이해• Linux 기반 C/C++, Python Programming 경험• 관련 분야 학위자 (컴퓨터공학, 전자공학, 수학과 등)• 해외여행에 결격사유가 없는자']","['• 해당 분야 석사/박사 학위• Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 에 대한 Contributor 수준의 구현 경험• ROS, Unity 기반 강화학습 환경 구축 경험 • 관련 분야 대회 입상 경험']"
191,"['• 컴퓨터 공학, 통계학 등 머신 러닝 관련 분야를 전공하신 분• 만 8년 이상의 데이터 분석 및 머신러닝 관련 경력을 보유하신 분• 머신러닝 방법론에 대한 깊은 이해를 바탕으로 머신러닝을 프로덕트에 적용해 본 경험이 있는 분• 능숙한 실험 설계와 분석이 가능한 분• 데이터 분석가/엔지니어 및 타 팀과의 원활한 커뮤니케이션 능력을 보유하신 분']","['• 석사 이상 학위 또는 이에 준하는 경력을 보유하신 분• 대용량 데이터 기반의 모델링 경험이 있는 분• 모델의 실제 서비스 적용 및 운영 경험(End-to-End process)이 있는 분 - 이미지, 텍스트 등 비정형 데이터 처리 및 딥러닝 모델 개발 - 개인화 추천 모델 개발 - 로그 기반의 예측/분류 모델 개발 - 모델 최적화 경험• 커머스, 마케팅, 콘텐츠 도메인 중 하나 이상의 도메인에 대한 경험이 있는 분• 새로운 기술에 대한 관심이 높고, 실제 서비스까지 적용해본 경험이 있는 분• 데이터 설계 및 분석 내용 및 결과를 비전문가에게 논리적으로 설명하실 수 있는 분• 인테리어 산업에 대한 높은 관심과 이해도가 있는 분']"
192,"['• 컴퓨터 공학, 통계학 등 머신 러닝 관련 분야를 전공하신 분• 만 4년 이상의 개발 경력을 보유하신 분• 데이터 분석 및 머신러닝 관련 프로젝트 수행 경험이 있는 분• 데이터 기반의 가설 수립 및 검증 관련 경험이 있는 분• 머신 러닝 관련 지식을 구현할 수 있는 개발 능력(Python, Scala, C/C++)이 있는 분• 데이터 분석가/엔지니어 및 타 팀과의 원활한 커뮤니케이션 역량을 보유하신 분']","['• 석사 이상 학위 또는 이에 준하는 경력을 보유하신 분• 커머스, 마케팅, 콘텐츠 도메인 중 하나 이상의 도메인에 대한 경험이 있는 분• 관련 분야 논문을 보고 내용을 직접 구현해 본 경험이 있는 분• 데이터 설계 및 분석 내용 및 결과를 비전문가에게 논리적으로 설명하실 수 있는 분• 인테리어 산업에 대한 높은 관심과 이해도가 있는 분']"
193,"['• 경력 무관• Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 에 대한 구현 경험• 최신 의료영상 관련 Deep Learning 논문을 이해하고 구현할 수 있는 역량• Linux 기반 C/C++, Python Programming 경험• 관련 분야 학위자 (컴퓨터공학, 전자공학, 의공학 등)• 해외여행에 결격사유가 없는자']","['• 해당 분야 석사/박사 학위• Deep Learning framework (PyTorch, TensorFlow, TensorRT 등) 에 대한 Contributor 수준의 구현 경험• 의료영상 Deep Learning 관련 개발 경험• 관련 분야 주요 학회 (ICCV, CVPR, ICLR, ICML, ECCV 등) 발표 및 주요 학술지 논문 게재 경험• 관련 분야 대회 입상 경험']"
194,"['• Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 에 대한 구현 경험• 최신 의료영상 관련 Deep Learning 논문을 이해하고 구현할 수 있는 역량• Linux 기반 C/C++, Python Programming 경험• 관련 분야 학위자 (컴퓨터공학, 전자공학, 의공학 등)• 해외여행에 결격사유가 없는자']","['• 해당 분야 석사/박사 학위• Deep Learning framework (PyTorch, TensorFlow, TensorRT 등) 에 대한 Contributor 수준의 구현 경험• 의료영상 Deep Learning 관련 개발 경험• 관련 분야 주요 학회 (ICCV, CVPR, ICLR, ICML, ECCV 등) 발표 및 주요 학술지 논문 게재 경험• 관련 분야 대회 입상 경험']"
195,['• 관련 분야 석사 학위 혹은 2년 이상 경력 보유• Algorithm 개발 역량 보유• 영상처리 및 Python 개발 경력 보유• 병역특례 지원 가능'],"['• Neural Architecture Search, Quantization, Knowledge Distillation Algorithm 개발 경험• Lightweight Model Editing 경험 보유• 관련 분야 논문 실적 보유']"
196,['• 학사 학위 이상 학력 소지자(전공 무관)• 해외여행 결격사유가 없는 분• 다음 항목 중 관련 경험/지식을 보유하고 입증할 수 있는 분    – Apple 생태계에서 최근 3년 이상 소프트웨어 개발 경험    – Swift UI 및 UIKit에 대한 깊은 이해    – Xcode를 포함한 IDE 사용 경험    – 프로그램 로직 및 계산적 사고 관련 지식'],"['• 체계적인 개발 프로세스 경험• tvOS, watchOS, macOS 등 다양한 플랫폼에서의 개발 및 운영 경험• IoT 또는 아두이노, 라즈베리 파이와 같은 마이크로컴퓨터 시스템 경험• Metal 또는 OpenGL과 같은 low level 그래픽 라이브러리를 이용한 게임 개발 경험• 제품에서 머신 러닝을 깊이 사용한 경험• 함수형 코딩과 같은 새로운 패러다임에 대한 경험• UI 테스팅과 테스팅 도구 사용 경험• 국가보훈대상자 및 장애인은 증빙서류 제출 시 관계 법령에따라 우대']"
197,"['• 관련 분야 석사 학위• AI 문제를 정의하고 해결하는 능력• 기초 머신러닝 알고리즘에 대한 깊은 이해• Python, C++ 등의 언어를 활용한 강력한 프로그래밍 능력 및 Linux/Shell 활용 능력• CV, NLP, LLM 등 관심 AI 도메인의 최신 알고리즘에 대한 이해• 주요 기계 학습 프레임워크에 대한 깊은 이해(예: TensorFlow, PyTorch)• 다양한 협업 환경에서 일할 수 있는 능력• 훌륭한 의사 소통 능력']","['• 대규모 상용 ML(CV, NLP 등) 제품 개발 경험• 최고의 AI 컨퍼런스(e.g. NeurIPS, ICML, ICLR, AAAI, CVPR, ICCV, ECCV, ACL, EMNLP, KDD, etc)에서 1저자 혹은 교신저자로 출판 기록• 국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상• 대규모 데이터로부터 AI 모델 학습 및 추론을 위한 data/model pipeline을 개발한 경험• AI 관련 연구 또는 프로덕트 개발을 리딩한 경험• 새로운 연구 혹은 개발 방향성을 제시할 수 있는 능력']"
198,['• 관련 분야 석사 학위 혹은 2년 이상 경력 보유• 영상처리 및 Python 개발 경력 보유• 병역특례 지원 가능'],['• Computer Vision 혹은 Deep Learning 개발 경험• 관련 분야 논문 실적 보유']
199,"['• 학사 신입 지원 가능• Python, Pytorch 등 학업이나 실무에서 AI 관련 프로젝트를 진행해 보신 분']",['• 관련분야 경험이 있으신 분• AI 분야 SCI급 논문이 있으신 분• Kaggle등 competition 입상 경험이 있으신 분[합류 여정]• 서류전형 ＞ 1차면접 ＞ 2차면접(필요 시) ＞ 처우 협의 ＞ 합류']
200,"['• 경력 1년 이상• Python, Pytorch 등 학업이나 실무에서 AI 관련 프로젝트를 진행해 보신 분']",['• 관련분야 경력이 있으신 분• AI 분야 SCI급 논문이 있으신 분• Kaggle등 competition 입상 경험이 있으신 분[합류 여정]• 서류전형 ＞ 1차면접 ＞ 2차면접(필요 시) ＞ 처우 협의 ＞ 합류']
201,['• 관련 분야 2년 이상 경력 보유 • 영상처리 및 C/C++ 개발 경력 보유• 병역특례 지원 가능'],['• Computer Sceince 관련 높은 이해도• Embedded 환경(+RTOS)에서 프로젝트 경험 보유• 전장 산업에서 개발 경험 보유• 컴파일러 이해 & makefile 작성 경험 보유• Modern C++ 경험• ML/DL 개발 역량 보유']
202,"['• NLP/텍스트마이닝/머신러닝/딥러닝 모델 연구개발 경력자• 딥러닝 프레임워크(PyTorch, TensorFlow 등) 기반 자연어처리 연구개발 경험']","['• NLP 관련 딥러닝 지식 및 활용 경험• 한국어 PLM/LLM 구축 및 활용 경험• 챗봇, 상담 시스템 등의 서비스 개발 경험• NLP 관련 솔루션 설계, 개발, 기술 배포, 서비스 적용 경험• AI관련 최신 논문의 작성 및 이해, 활용 경험• 프로그래밍(C++ 등) 능력']"
203,['• 학사 이상• 해외 여행에 결격사유가 없는 분'],"['• 공학계열 (로봇공학, 전기/전자공학, 컴퓨터/시스템 공학)• 관련계열 석,박사 학위 및 자격증 보유자• Git, ROS1, ROS2를 이용한 개발 경험• 로봇 관련 프로젝트 유경험자(과제, 졸업 작품 포함)• 창의적이고, 협업을 즐기며 함께 발전하기를 원하시는 분']"
204,"['• 자료구조, 알고리즘, 데이터베이스, 분산처리 등 컴퓨터 공학의 기초 지식을 지니신 분• Kubernetes, ECS 등의 컨테이너 기반 운영 환경에서 ML 모델을 서빙해보신 분• Python을 능숙하게 사용하실 수 있는 분']",['• AWS 환경에 익숙하신 분• DevOps로서 클라우드 환경의 인프라를 관리해본 경험이 있으신 분• 대용량의 트래픽을 처리하는 서비스 운영 경험이 있으신 분']
205,['• 관련 분야 2년 이상 경력 보유 • 영상처리 및 C/C++ 개발 경력 보유• 병역특례 지원 가능'],['• Computer Sceince 관련 높은 이해도• Embedded 환경(+RTOS)에서 프로젝트 경험 보유• 전장 산업에서 개발 경험 보유• 컴파일러 이해 & makefile 작성 경험 보유• Modern C++ 경험• ML/DL 개발 역량 보유']
206,['• 강화 학습 연구를 직접 했거나 구현한 경험• AI/ML 전반에 대한 이해와 특정 도메인에 대한 깊이 있는 지식을 가진 분• 보통의 방법으로 풀 수 없는 엔지니어링 제약 조건을 AI 모델링 능력과 소프트웨어 엔지니어링 전반에 대한 깊은 수준의 이해를 바탕으로 해결할 수 있는 역량을 갖춘 분• 컨텐츠 창작에서 발생할 수 있는 문제를 AI 문제로 전환하고 해결할 수 있는 솔루션을 제안할 수 있는 분'],"['• 분산 학습 시스템을 개발한 경험• 기계학습 분야에서 좋은 연구 트랙 레코드를 가지고 계신 분• 박사 학위 자체는 중요하지 않고, 실제로 제품을 만들어 본 경험이 있는가가 중요• 3년 이상 또는 그에 준하는 경력• 명쾌하고 잦은 커뮤니케이션을 우선시 하는 분• 항상 새로운 것을 배우려고 하는 분']"
207,"['• CV/ML과 관련된 분야의 석/박사학위 또는 그에 상응하는 경력이 있는 분• Neural Rendering, Generative AI 등 최신 기술에 대한 깊은 이해도를 지닌 분• ML 프로젝트 주도 경험과 ML 모델을 개발 및 실제 환경에 배포한 경험이 있는 분• Python 또는 C/C++에 대한 높은 숙련도를 갖춘 분• 우수한 커뮤니케이션 능력 및 타 부서와의 원활한 협업 능력을 지닌 분']","['• 포인트 클라우드, 메쉬, Signed Distance Field (SDF) 같은 3D 데이터 처리 경험이 있는 분• NeRF, GAN, Diffusion 모델 등 최신 CV/ML 기법을 실제 활용한 경력이 있는 분• TensorFlow, PyTorch, Jax, Numpy, OpenGL, CUDA, Docker 등 활용 경험이 있는 분• CV/ML 관련 주제로 학술 저널 또는 학회 논문을 게재한 경험이 있는 분']"
208,"['• C/C++ 능숙• H.264, H.265, AV1, VP9 중 하나 이상에 대해 연구/개발 경험이 있으신 분• 업무 자동화를 위한 스크립팅 경험']",['• 딥러닝알고리즘 개발 가능하신 분 • 동영상 스트리밍 기반 서비스 개발 유경험자 • AI를 활용한 인코딩 최적화 알고리즘 연구/개발']
